route_id,route_name,km_from,km_to,province,geocode,agency,accidents,dead,injured,severity_score,accidents_per_year,years_observed,rain_share,common_geometry,common_cause
34,ทางเข้าท่าอากาศยานสุวรรณภูมิ - บางวัว,18,19,สมุทรปราการ,11,กรมทางหลวง,12,5,14,64,2.4,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
344,บ้านสวน - หนองรี,4,5,ชลบุรี,20,กรมทางหลวง,11,5,14,64,2.2,5,0.091,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3086,ปลักประดู่ - ด่านช้าง,95,96,สุพรรณบุรี,72,กรมทางหลวง,5,6,4,64,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
202,ลำพังชู - ห้วยลำเตา,158,159,มหาสารคาม,44,กรมทางหลวง,3,2,44,64,1,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
9,แขวงรามอินทรา - บางพลี,59,60,กรุงเทพมหานคร,10,กรมทางหลวง,48,3,33,63,9.6,5,0.063,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
มส.4001,แยกทางหลวงหมายเลข 1095 (กม.ที่ 198+050) - บ้านรักไทย,16,17,แม่ฮ่องสอน,58,กรมทางหลวงชนบท,24,0,63,63,4.8,5,0.042,ทางโค้งหักศอก+ที่ลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ
340,สุพรรณบุรี - ศรีประจันต์,94,95,สุพรรณบุรี,72,กรมทางหลวง,22,4,23,63,4.4,5,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,สระพัง - เขาวัง,156,157,เพชรบุรี,76,กรมทางหลวง,11,5,13,63,2.75,4,0.273,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,44,45,ปทุมธานี,13,กรมทางหลวง,8,6,3,63,2,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
24,สี่แยกโชคชัย - หนองมัน,77,78,นครราชสีมา,30,กรมทางหลวง,5,6,3,63,1.67,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
2,หนองแวงโสกพระ - พล,263,264,ขอนแก่น,40,กรมทางหลวง,5,4,23,63,1.25,4,0,ทางแยกรูปตัว ++ที่ราบ,ขับรถเร็วเกินอัตรากำหนด
9,บางปะอิน - แขวงรามอินทรา,20,21,ปทุมธานี,13,กรมทางหลวง,41,3,32,62,8.2,5,0.049,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
340,สุพรรณบุรี - ศรีประจันต์,85,86,สุพรรณบุรี,72,กรมทางหลวง,28,3,32,62,5.6,5,0,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด
3,เขาสมิง - แม่น้ำตราด,398,399,ตราด,23,กรมทางหลวง,27,3,32,62,5.4,5,0.333,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
1,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,48,49,พระนครศรีอยุธยา,14,กรมทางหลวง,16,5,12,62,4,4,0.125,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
316,เขาไร่ยา - จันทบุรี,3,4,จันทบุรี,22,กรมทางหลวง,14,4,22,62,3.5,4,0.357,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
212,ย้อมพัฒนา - นาโพธิ์,435,436,มุกดาหาร,49,กรมทางหลวง,6,5,12,62,2,3,0.167,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
ปท.3004,แยกทางหลวงหมายเลข 305 (กม.ที่ 15+700) - บ้านลำลูกกา,7,8,ปทุมธานี,13,กรมทางหลวงชนบท,6,6,2,62,2,3,0,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
4,ห้วยทราย - พรุพ้อ,1204,1205,พัทลุง,93,กรมทางหลวง,6,6,2,62,2,3,0,ทางตรง+ไม่มีความลาดชัน,หลับใน
403,ต้นม่วง - ตรัง,100,101,ตรัง,92,กรมทางหลวง,4,6,2,62,1.33,3,0.25,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
9,แขวงรามอินทรา - บางพลี,51,52,กรุงเทพมหานคร,10,กรมทางหลวง,77,1,51,61,15.4,5,0.065,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
348,แก้วเพชรพลอย - ช่องตะโก,77,78,สระแก้ว,27,กรมทางหลวง,31,4,21,61,6.2,5,0.387,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด
ลย.2002,แยกทางหลวงหมายเลข 21 (กม.ที่ 379+500) - บ้านนาซำแซง,9,10,เลย,42,กรมทางหลวงชนบท,31,5,11,61,6.2,5,0.065,ทางโค้งกว้าง+ที่ลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ
4,บางสะพาน - น้ำรอด,408,409,ประจวบคีรีขันธ์,77,กรมทางหลวง,13,5,11,61,2.6,5,0.308,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
3,นายายอาม - บ้านสิ้ว,310,311,จันทบุรี,22,กรมทางหลวง,12,5,11,61,2.4,5,0.167,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
44,บางสวรรค์ - ทรัพย์ทวี,78,79,สุราษฎร์ธานี,84,กรมทางหลวง,11,5,11,61,2.2,5,0.091,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด
